global_step,train_loss,eval_loss,precision,recall,f1_score
452,0.002183519769459963,0.0002631086066876857,0.9983397897066962,0.9983397897066962,0.9983397897066962
904,8.568164776079357e-05,0.00012797158304142373,0.9994465965688988,0.9994465965688988,0.9994465965688988
